qid,gold_axis,role,model,pred_axis,latency_ms,cached,raw_text
q36,T,teacher_medical,Baichuan-M3-Plus,T,11208,False,"AXIS: T   REASON: **p-tau217** has the highest correlation with neurofibrillary tangle burden, significantly outperforming p-tau181, NfL, and GFAP in independent associations with tangle load ^[6]^, and its correlation coefficient with tangles is significantly higher than that of p-tau181 when adjusting for plaques (ρ_diff = 0.17, P = 0.004) ^[6]^.  Moreover, **p-tau217 showed the highest accuracy in predicting Braak staging (AUC = 0.93)**, outperforming other biomarkers including GFAP (AUC = 0."
q37,A,router_fast,DeepSeek-V4-Flash,A,20732,False,"AXIS: A REASON: Reduced CSF Aβ42/Aβ40 indicates amyloid pathology, which is defining for AD."
q37,A,teacher_premium,Qwen3-235B-A22B-Instruct-2507,A,4693,False,"AXIS: A   REASON: Reduced CSF Aβ42/Aβ40 is the core AD-defining amyloid abnormality, despite elevated NfL and normal p-tau."
q37,A,teacher_medical,Baichuan-M3-Plus,A,15363,False,"AXIS: A   REASON: **The CSF Aβ42/Aβ40 ratio is a core biomarker for amyloid pathology and is considered sufficient for an AD diagnosis in the 2024 Alzheimer's Association revised criteria**, even in the presence of normal p-tau ^[11]^.  Although plasma NfL is elevated (indicating neurodegeneration), it is a **non-specific marker** of neuronal injury and not diagnostic of AD itself ^[6]^; it reflects disease severity or progression rather than AD-specific pathology ^[7]^.  The **2024 revised crit"
q38,I,router_fast,DeepSeek-V4-Flash,I,2873,False,AXIS: I REASON: Pattern of microglial and astrocyte reactivity around plaques indicates neuroinflammation.
q38,I,teacher_premium,Qwen3-235B-A22B-Instruct-2507,I,1235,False,"AXIS: I   REASON: The query focuses on microglial and astrocyte activation, key features of neuroinflammation."
q38,I,teacher_medical,Baichuan-M3-Plus,I,14080,False,"AXIS: I   REASON: The co-localization of microglia and reactive astrocytes around amyloid plaques reflects **neuroinflammatory responses**, a hallmark of the **inflammation (I) axis** ^[1]^ ^[4]^.  This pattern signifies **chronic neuroinflammation**, where activated glial cells shift from protective to maladaptive states, amplifying synaptic failure and neurodegeneration ^[1]^.  While amyloid plaques (A axis) are the trigger, the **dominant pathological process** in this scenario is the **glial"
q39,N,router_fast,DeepSeek-V4-Flash,N,29657,False,"AXIS: N REASON: NfL is a direct neurodegeneration biomarker, referenced as the finding in query."
q39,N,teacher_premium,Qwen3-235B-A22B-Instruct-2507,N,1219,False,"AXIS: N   REASON: NfL is a biomarker of neurodegeneration, directly implicating the Neurodegeneration axis in AD risk assessment."
q39,N,teacher_medical,Baichuan-M3-Plus,N,12536,False,"AXIS: N   REASON: Elevated NfL is a **sensitive marker of neuroaxonal injury** and reflects neurodegeneration, which is central to the **N (Neurodegeneration) axis** ^[1]^; however, its **low specificity** limits its use as an AD-specific biomarker ^[3]^.  While the elevation could be due to the recent fall (acute injury), chronically elevated NfL levels are associated with **faster cognitive decline, greater brain atrophy**, and **worsening on MMSE/CDR** in AD ^[1]^, with **baseline levels pred"
q40,I,router_fast,DeepSeek-V4-Flash,I,15836,False,"AXIS: I REASON: YKL-40, CRP, and IL-6 are inflammatory biomarkers directly characterizing neuroinflammation."
q40,I,teacher_premium,Qwen3-235B-A22B-Instruct-2507,I,1603,False,"AXIS: I   REASON: The query focuses on inflammatory biomarkers YKL-40, CRP, and IL-6 in early MCI, implicating neuroinflammation."
q40,I,teacher_medical,Baichuan-M3-Plus,I,10349,False,"AXIS: I   REASON: The biomarkers CRP, IL-6, and YKL-40 are associated with **neuroinflammation and glial activation**, with **YKL-40 specifically reflecting astrocyte reactivity and BBB disruption** linked to neuroinflammatory processes in early MCI ^[1]^ ^[2]^.  Notably, **YKL-40 is highlighted as a marker of blood-brain barrier integrity and neuroinflammation**, secreted by reactive astrocytes and indicating increased BBB permeability ^[1]^.  Additionally, **elevated GFAP and NFL indicate astr"
q41,V,router_fast,DeepSeek-V4-Flash,V,8884,False,"AXIS: V REASON: Query focuses on metabolic and vascular risk factors (HbA1c, homocysteine, stroke)."
q41,V,teacher_premium,Qwen3-235B-A22B-Instruct-2507,V,1253,False,"AXIS: V   REASON: The query focuses on vascular-metabolic risk factors (HbA1c, homocysteine, stroke history) in cognitive decline."
q41,V,teacher_medical,Baichuan-M3-Plus,V,11901,False,"AXIS: V   REASON: The query centers on **HbA1c, homocysteine, and prior stroke history**, all of which are key indicators of **vascular-metabolic dysfunction**; these factors are strongly linked to cerebrovascular pathology and metabolic dysregulation rather than primary amyloid or tau processes. Elevated homocysteine is highlighted as an independent risk factor for dementia and vascular damage, with **each 5 μmol/L increase in plasma Hcy increasing dementia risk by 9% and AD risk by 12%** ^[1]^"
q42,T,router_fast,DeepSeek-V4-Flash,T,9595,False,"AXIS: T REASON: The query focuses on NFT distribution staging, which is tau pathology."
q42,T,teacher_premium,Qwen3-235B-A22B-Instruct-2507,T,1421,False,"AXIS: T   REASON: The query focuses on neurofibrillary tangle (NFT) distribution, which is a core feature of tau pathology and Braak staging."
q42,T,teacher_medical,Baichuan-M3-Plus,T,12760,False,"AXIS: T   REASON: The query focuses on **neurofibrillary tangle (NFT) distribution** and its staging (Braak staging), which is directly linked to **tau pathology** and correlates more strongly with clinical disease stage than plaque distribution ^[1]^ ^[2]^.  The **Braak staging system** for NFTs begins in the transentorhinal cortex (stages I-II), progresses to limbic regions (stages III-IV), and finally involves widespread neocortex (stages V-VI) ^[1]^, showing a **hierarchical, predictable spr"
q43,I,router_fast,DeepSeek-V4-Flash,I,7571,False,AXIS: I REASON: TREM2 and microglial function directly pertain to neuroinflammation axis.
q43,I,teacher_premium,Qwen3-235B-A22B-Instruct-2507,I,5343,False,"AXIS: I   REASON: TREM2 R47H is a genetic variant linked to microglial dysfunction, directly implicating neuroinflammation."
q43,I,teacher_medical,Baichuan-M3-Plus,I,12217,False,"AXIS: I   REASON: The TREM2 R47H variant directly impacts microglial phagocytic function, a core aspect of neuroinflammation, and TREM2 is explicitly recognized as a key immunoreceptor in microglial immunity in Alzheimer's disease ^[1]^, positioning it within the inflammation axis. Soluble TREM2 (sTREM2) is also highlighted as a **dynamic biomarker of microglial activity** reflecting neuroinflammation and neuronal injury beyond amyloid burden ^[11]^.  Moreover, the **R47H mutation is described a"
q44,N,router_fast,DeepSeek-V4-Flash,N,7770,False,AXIS: N REASON: FDG-PET hypometabolism is a neurodegeneration marker.
q44,N,teacher_premium,Qwen3-235B-A22B-Instruct-2507,N,1388,False,"AXIS: N   REASON: FDG-PET hypometabolism in precuneus and posterior cingulate reflects neurodegeneration, a core feature of the Neurodegeneration (N) axis."
q44,N,teacher_medical,Baichuan-M3-Plus,N,10022,False,"AXIS: N   REASON: FDG-PET hypometabolism in the precuneus and posterior cingulate cortex reflects neuronal dysfunction or loss, a hallmark of the neurodegeneration (N) axis ^[1]^ ^[6]^.  This pattern is a well-known early feature in Alzheimer's disease, with **reduced metabolism in the posterior cingulate during the early stages** of AD ^[6]^, and is commonly used in differential diagnosis of neurodegenerative disorders ^[1]^.  Notably, **the precuneus, cingulate gyrus, and parietotemporal regio"
q45,V,router_fast,DeepSeek-V4-Flash,V,22736,False,AXIS: V REASON: BBB permeability and APOE ε4 are key vascular-metabolic biomarkers.
q45,V,teacher_premium,Qwen3-235B-A22B-Instruct-2507,V,6882,False,AXIS: V   REASON: BBB integrity and APOE ε4 are core components of the vascular-metabolic axis.
q45,V,teacher_medical,Baichuan-M3-Plus,V,9436,False,"AXIS: V   REASON: **BBB permeability and APOE ε4 status are core components of the vascular-metabolic axis**, with evidence showing elevated permeability in carriers even before cognitive decline or amyloid positivity ^[1]^ ^[4]^.  Notably, this BBB breakdown occurs **independently of amyloid-β** and is widespread across cortical regions—particularly in **superior occipital, parietal, and frontal areas**—a spatial pattern distinct from typical AD pathology spread ^[1]^.  The disruption is linked"
q46,N,router_fast,DeepSeek-V4-Flash,N,12941,False,AXIS: N REASON: Progressive medial temporal lobe shrinkage on MRI indicates neurodegeneration.
q46,N,teacher_premium,Qwen3-235B-A22B-Instruct-2507,N,1166,False,"AXIS: N   REASON: Progressive medial temporal lobe shrinkage reflects neurodegeneration, specifically neuronal and synaptic loss."
q46,N,teacher_medical,Baichuan-M3-Plus,N,11188,False,"AXIS: N   REASON: Progressive shrinkage of the medial temporal lobe on serial MRI reflects **neurodegeneration**, a core feature of Alzheimer's disease, and is a direct measure of structural brain atrophy captured under the N (neurodegeneration) axis ^[1]^ ^[5]^.  This longitudinal atrophy is **congruent with the distribution of neurofibrillary tangles** and closely linked to neuronal and synaptic loss ^[5]^, though it is a downstream biomarker. The **hippocampal volumes** show the closest corre"
q47,A,router_fast,DeepSeek-V4-Flash,A,9543,False,AXIS: A REASON: Dense congophilic β-pleated sheet deposits are classic amyloid plaques.
q47,A,teacher_premium,Qwen3-235B-A22B-Instruct-2507,A,6573,False,"AXIS: A   REASON: The query describes amyloid plaques, which are congophilic, β-pleated sheet deposits characteristic of Aβ pathology."
q47,A,teacher_medical,Baichuan-M3-Plus,A,8785,False,"AXIS: A   REASON: The description of dense, congophilic, β-pleated sheet deposits in the cortex directly refers to **amyloid plaques**, which are composed of aggregated Aβ and are a hallmark of amyloid pathology ^[7]^; these deposits are classically identified by their β-sheet structure and are central to the **amyloid (A) axis** ^[1]^ ^[4]^ ^[7]^. While other axes may be involved in AD progression, this finding is most specific to **Aβ deposition**.  我建议您进一步查阅阿尔茨海默病中β-淀粉样蛋白沉积的病理机制及其在疾病早期诊断中的临床意"
q48,T,router_fast,DeepSeek-V4-Flash,T,20089,False,AXIS: T REASON: Paired helical filaments are the ultrastructural correlate of tau neurofibrillary tangles.
q48,T,teacher_premium,Qwen3-235B-A22B-Instruct-2507,T,1439,False,AXIS: T   REASON: Paired helical filaments are composed of hyperphosphorylated tau and are a hallmark of tau pathology in Alzheimer’s disease.
q48,T,teacher_medical,Baichuan-M3-Plus,T,9917,False,"AXIS: T   REASON: Paired helical filaments (PHFs) are the ultrastructural hallmark of hyperphosphorylated tau protein aggregates in neurofibrillary tangles, directly implicating the **Tau** pathology axis ^[1]^ ^[2]^ ^[3]^. These filaments, composed of polymerized tau, destabilize microtubules and are a defining feature of tauopathy in Alzheimer’s disease ^[2]^ ^[7]^. The progression from pretangle to mature tangle involves the accumulation of these PHFs, which are strongly associated with cogni"
q49,I,router_fast,DeepSeek-V4-Flash,I,7383,False,"AXIS: I REASON: Ramified cells with thickened processes indicate microglial activation, a key neuroinflammatory response."
q49,I,teacher_premium,Qwen3-235B-A22B-Instruct-2507,I,1331,False,"AXIS: I   REASON: The description refers to microglial activation and astrocyte reactivity, key features of neuroinflammation in Alzheimer's disease."
q49,I,teacher_medical,Baichuan-M3-Plus,I,10400,False,"AXIS: I   REASON: The description of ramified cells with thickened processes clustering around neurons refers to **activated microglia**, a hallmark of **neuroinflammation**, directly implicating the **Inflammation (I) axis**. These morphological changes are characteristic of microglial reactivity in response to neuronal damage in AD ^[1]^, and microglial activation is a core component of neuroinflammatory pathways ^[4]^.  Additionally, **astrocyte reactivity** and **microglial activation** are "
q50,V,router_fast,DeepSeek-V4-Flash,V,7033,False,"AXIS: V REASON: Small infarcts, arteriolosclerosis, and leukoaraiosis indicate vascular pathology."
q50,V,teacher_premium,Qwen3-235B-A22B-Instruct-2507,V,2496,False,"AXIS: V   REASON: The findings of small infarcts, arteriolosclerosis, and leukoaraiosis indicate cerebrovascular disease, which falls under the Vascular-Metabolic (V) axis."
q50,V,teacher_medical,Baichuan-M3-Plus,V,9724,False,"AXIS: V   REASON: The findings of multiple small infarcts, arteriolosclerosis, and leukoaraiosis are hallmark features of **cerebral small vessel disease**, which falls under the **Vascular-Metabolic (V) axis**. These pathologies are directly linked to vascular contributions to cognitive impairment and are commonly associated with **hypertension and aging** ^[2]^.  Notably, **arteriolosclerosis** was significantly associated with lower memory, executive function, and language scores in multivari"
q51,N,router_fast,DeepSeek-V4-Flash,N,3593,False,AXIS: N REASON: Brain atrophy and sulcal widening directly indicate neurodegeneration.
q51,N,teacher_premium,Qwen3-235B-A22B-Instruct-2507,N,1224,False,AXIS: N   REASON: Reduced brain weight and sulcal widening indicate neurodegeneration with structural atrophy.
q51,N,teacher_medical,Baichuan-M3-Plus,N,10158,False,"AXIS: N   REASON: Conspicuous sulcal widening and reduced brain weight are macroscopic indicators of **neurodegeneration** and cortical atrophy, directly reflecting neuronal and synaptic loss. These structural changes are hallmark features of advanced Alzheimer's disease and are commonly assessed via MRI atrophy in the N (Neurodegeneration) axis ^[7]^.  The finding of sulcal widening is explicitly linked to cortical atrophy, which is a core component of the N (Neurodegeneration) biomarker catego"
q52,A,router_fast,DeepSeek-V4-Flash,A,16425,False,"AXIS: A REASON: PiB-PET detects amyloid plaques, directly assessing amyloid pathology."
q52,A,teacher_premium,Qwen3-235B-A22B-Instruct-2507,A,1170,False,"AXIS: A   REASON: PiB-PET is a direct biomarker for amyloid plaque deposition, falling under the Amyloid axis."
q52,A,teacher_medical,Baichuan-M3-Plus,A,8260,False,"AXIS: A   REASON: PiB-PET directly assesses **amyloid-β deposition** in the cortex, a core feature of the **amyloid (A) axis** ^[1]^ ^[2]^; widespread cortical retention indicates significant Aβ plaque burden.  我建议您进一步查阅淀粉样蛋白沉积在认知正常人群中的临床意义及进展为阿尔茨海默病的风险预测价值，您需要我帮您检索相关临床研究或指南吗？"
q53,I,router_fast,DeepSeek-V4-Flash,I,3326,False,"AXIS: I REASON: Query directly asks about YKL-40, a key inflammatory biomarker in the innate immune axis."
q53,I,teacher_premium,Qwen3-235B-A22B-Instruct-2507,I,5909,False,"AXIS: I   REASON: The query focuses on chitinase-3-like protein 1, a marker of astrocyte reactivity and neuroinflammation, implicating the innate immune axis."
q53,I,teacher_medical,Baichuan-M3-Plus,I,10160,False,"AXIS: I   REASON: Elevated chitinase-3-like protein 1 (CHI3L1), also known as YKL-40, is a **putative marker of neuroinflammation** and is primarily expressed in activated astrocytes and microglia, indicating involvement of the innate immune system ^[1]^.  The profile suggests early **neuroinflammatory activation** even in the presence of normal amyloid levels, positioning CHI3L1 as a potential **preclinical biomarker** of AD alongside Aβ42 ^[1]^.  Notably, **plasma CHI3L1 is increased in early "
q54,A,router_fast,DeepSeek-V4-Flash,A,2355,False,"AXIS: A REASON: Query directly asks about Aβ42/Aβ40 ratio, an amyloid biomarker."
q54,A,teacher_premium,Qwen3-235B-A22B-Instruct-2507,A,6330,False,AXIS: A   REASON: The plasma Aβ42/Aβ40 ratio is a direct biomarker of amyloid pathology.
q54,A,teacher_medical,Baichuan-M3-Plus,A,10941,False,"AXIS: A   REASON: The plasma Aβ42/Aβ40 ratio of 0.045 is significantly reduced, indicating abnormal amyloid processing and placing the dominant pathology in the amyloid (A) axis. This ratio is a well-established blood-based biomarker for cerebral amyloid deposition, with **lower values strongly associated with amyloid positivity** on PET or CSF analysis ^[1]^.  Notably, the **Aβ42/Aβ40 ratio is more strongly associated with amyloid deposition than individual Aβ42 or Aβ40 values** ^[5]^, and it d"
q55,T,router_fast,DeepSeek-V4-Flash,T,36084,False,AXIS: T REASON: Elevated plasma p-tau217 is the most specific AD biomarker referenced.
q55,T,teacher_premium,Qwen3-235B-A22B-Instruct-2507,T,6837,False,"AXIS: T   REASON: Plasma p-tau217 is a direct biomarker of tau pathology, making tau the most informative axis."
q55,T,teacher_medical,Baichuan-M3-Plus,T,13281,False,"AXIS: T   REASON: The elevated plasma p-tau217 (0.78 pg/mL, above cutoff of 0.40) directly implicates **tau pathology**, making the T axis most informative, as **p-tau217 demonstrates high accuracy in identifying amyloid and tau PET positivity** with a low rate of false negatives and positives ^[1]^.  Notably, **plasma p-tau217 was comparable to CSF p-tau217 in detecting amyloid deposition on PET** and shows **slightly higher accuracy in predicting amyloid PET positivity compared to tau PET posi"
q56,V,router_fast,DeepSeek-V4-Flash,V,9937,False,"AXIS: V REASON: Dominant risk factors are vascular-metabolic (diabetes, smoking, hypertension, APOE ε4) despite normal AD biomarkers."
q56,V,teacher_premium,Qwen3-235B-A22B-Instruct-2507,V,1243,False,"AXIS: V   REASON: APOE ε4, diabetes, smoking, and hypertension are key vascular-metabolic risk factors for AD."
q56,V,teacher_medical,Baichuan-M3-Plus,V,11544,False,"AXIS: V   REASON: The dominant risk factors—type 2 diabetes (HbA1c 8.1%), hypertension (BP 158/94), smoking, and APOE ε4—are all key components of the **vascular-metabolic axis**, which drives early AD risk through impaired cerebral blood flow, BBB dysfunction, and metabolic dysregulation ^[3]^.  Notably, **vascular alterations could emerge before clinical presentation** and even before amyloid or tau pathology becomes detectable ^[3]^, as seen here with normal plasma p-tau and Aβ markers. **Mid"
q57,N,router_fast,DeepSeek-V4-Flash,N,5289,False,"AXIS: N REASON: Hippocampal volume atrophy on MRI is the most striking finding, directly indicating neurodegeneration."
q57,N,teacher_premium,Qwen3-235B-A22B-Instruct-2507,N,1468,False,AXIS: N   REASON: The most striking finding—bilateral hippocampal atrophy—is a direct marker of neurodegeneration.
q57,N,teacher_medical,Baichuan-M3-Plus,N,12901,False,"AXIS: N   REASON: The most striking finding—bilateral hippocampal volume at the 5th percentile for age—directly reflects **neurodegeneration**, which is a core biomarker under the N axis ^[1]^; while amyloid and tau are involved, the dominant signal here is structural atrophy.    Notably, **hippocampal volume is considered abnormal when below the 5th percentile** of the normative population ^[1]^, and in this case, it is explicitly stated as the ""most striking finding."" This emphasizes its prima"
q58,OTHER,router_fast,DeepSeek-V4-Flash,OTHER,12780,False,"AXIS: OTHER   REASON: Query asks about cognitive reserve and lifestyle, not specific biomarkers."
q58,OTHER,teacher_premium,Qwen3-235B-A22B-Instruct-2507,OTHER,2200,False,"AXIS: OTHER   REASON: The query focuses on cognitive reserve and lifestyle factors, not biomarkers or specific AD pathologies."
q58,OTHER,teacher_medical,Baichuan-M3-Plus,OTHER,10368,False,"AXIS: OTHER   REASON: The query focuses on **cognitive reserve and lifestyle factors**, which are non-biomarker elements related to resilience against decline, not specific AD pathologies. These fall under the **[OTHER]** axis as they involve modifiable behaviors and cognitive context rather than direct biomarkers ^[2]^ ^[3]^.  Notably, while education and cognitive activity are **proxies for cognitive reserve**, they are not direct measures of amyloid, tau, or neurodegeneration ^[2]^ ^[11]^. Th"
q59,I,router_fast,DeepSeek-V4-Flash,I,10069,False,"AXIS: I REASON: Plasma GFAP and sTREM2 are inflammation biomarkers (astrocyte reactivity, microglial activation)."
q59,I,teacher_premium,Qwen3-235B-A22B-Instruct-2507,I,2070,False,"AXIS: I   REASON: Elevated plasma GFAP and sTREM2 directly indicate astrocyte reactivity and microglial activation, key markers of neuroinflammation."
q59,I,teacher_medical,Baichuan-M3-Plus,I,11793,False,"AXIS: I   REASON: Elevated plasma GFAP and sTREM2 directly indicate astrocyte reactivity and microglial activation, key components of neuroinflammation ^[1]^ ^[2]^, placing the dominant pathology in the **Inflammation (I)** axis. Notably, **GFAP-related astrocytic reactivity seems to enhance the development of Aβ and tau pathologies** ^[2]^, and **higher plasma sTREM2 may be protective against late-stage tau accumulation** ^[2]^, highlighting its complex role in disease modulation. These biomark"
q60,OTHER,router_fast,DeepSeek-V4-Flash,OTHER,3370,False,"AXIS: OTHER REASON: Query focuses on clinical decision-making, progression rates, and lifestyle, not biomarkers."
q60,OTHER,teacher_premium,Qwen3-235B-A22B-Instruct-2507,OTHER,1366,False,"AXIS: OTHER   REASON: The query focuses on clinical decision-making, progression rates, and lifestyle adjustments, not specific AD biomarkers or pathologies."
q60,OTHER,teacher_medical,Baichuan-M3-Plus,OTHER,8348,False,"AXIS: OTHER   REASON: The query focuses on **typical progression rates and lifestyle adjustments** following an MCI diagnosis, which pertain to **epidemiology and non-biomarker clinical context** rather than specific AD biomarkers or pathological processes. Cognitive scales and general management are implied, but no direct biomarker is referenced.  我建议您进一步查阅轻度认知障碍向阿尔茨海默病转化的预测模型及相关临床指南中的风险分层标准。您需要我帮您检索这方面的权威研究吗？"
